# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN kepoi_name:     KOI Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN kepler_name:    Kepler Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_disposition: Exoplanet Archive Disposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_pdisposition: Disposition Using Kepler Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_score:      Disposition Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_time0bk:    Transit Epoch [BKJD],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_impact:     Impact Parameter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_duration:   Transit Duration [hrs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_depth:      Transit Depth [ppm],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_prad:       Planetary Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_teq:        Equilibrium Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_insol:      Insolation Flux [Earth flux],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_model_snr:  Transit Signal-to-Noise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_tce_plnt_num: TCE Planet Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_tce_delivname: TCE Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_steff:      Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_srad:       Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra:             RA [decimal degrees],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec:            Dec [decimal degrees],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN koi_kepmag:     Kepler-band [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
9973109,K02018.01,Kepler-1056 b,CONFIRMED,CANDIDATE,1,0,0,0,0,27.495634,1.49E-04,-1.49E-04,133.28538,4.03E-03,-4.03E-03,0.664,0.046,-0.485,4.858,0.137,-0.137,4.83E+02,2.05E+01,-2.05E+01,2.11,6.10E-01,-3.70E-01,590,,,28.66,24.8,-11.45,24.7,1,q1_q17_dr25_tce,5657,169,-169,4.401,0.167,-0.204,0.911,0.262,-0.161,299.526,46.899261,14.55
6226290,K02019.01,Kepler-1057 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.08826442,5.24E-05,-5.24E-05,137.34334,3.22E-03,-3.22E-03,0.133,0.319,-0.133,4.1847,0.096,-0.096,8.89E+02,2.98E+01,-2.98E+01,2.66,7.70E-01,-2.60E-01,724,,,64.97,55.31,-18.63,34.2,1,q1_q17_dr25_tce,5853,157,-192,4.529,0.048,-0.204,0.895,0.26,-0.087,297.45215,41.558128,15.624
9595827,K00217.01,Kepler-71 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.905081685,3.52E-07,-3.52E-07,133.4150433,7.45E-05,-7.45E-05,0.131,0.016,-0.111,2.8213,0.00486,-0.00486,2.13E+04,1.79E+01,-1.79E+01,12.78,8.50E-01,-5.20E-01,1046,,,282.59,59.74,-44.46,1315.8,1,q1_q17_dr25_tce,5543,88,-121,4.54,0.017,-0.052,0.887,0.059,-0.036,294.86551,46.285851,15.127
9349482,K02020.01,Kepler-1058 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,110.9643706,8.47E-04,-8.47E-04,187.04621,6.48E-03,-6.48E-03,0.729,0.035,-0.511,12.831,0.242,-0.242,1.28E+03,3.41E+01,-3.41E+01,2.11,1.50E-01,-1.90E-01,239,,,0.77,0.22,-0.21,42.1,1,q1_q17_dr25_tce,4441,133,-146,4.695,0.059,-0.027,0.546,0.039,-0.049,294.59579,45.875031,15.498
4349442,K01803.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,4.539297295,,,133.9595824,,,0.83,,,1.9455,,,7.98E+02,,,2.34,1.40E-01,-1.00E-01,830,,,112.09,24.76,-17.07,50.3,1,q1_q17_dr25_tce,4914,98,-98,4.61,0.018,-0.046,0.724,0.045,-0.03,286.63553,39.488621,13.26
4644952,K01805.01,Kepler-319 c,CONFIRMED,CANDIDATE,1,0,0,0,0,6.94135824,1.09E-05,-1.09E-05,137.5437,1.30E-03,-1.30E-03,0.871,0.022,-0.597,1.8899,0.0363,-0.0363,8.25E+02,2.20E+01,-2.20E+01,2.96,3.30E-01,-2.30E-01,876,,,139.05,47.54,-29.54,43.1,1,q1_q17_dr25_tce,5527,110,-110,4.491,0.06,-0.09,0.88,0.1,-0.067,288.81195,39.77066,13.828
2987027,K00197.01,Kepler-489 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,17.27629668,2.39E-06,-2.39E-06,133.839172,1.10E-04,-1.10E-04,0.085,0.129,-0.05,3.94738,0.0042,-0.0042,1.05E+04,1.39E+01,-1.39E+01,7.31,4.70E-01,-3.00E-01,538,,,19.88,4.51,-3,871.4,1,q1_q17_dr25_tce,4941,98,-98,4.599,0.018,-0.049,0.738,0.048,-0.03,290.83313,38.184349,14.018
4644952,K01805.02,Kepler-319 d,CONFIRMED,CANDIDATE,1,0,0,0,0,31.7821117,1.77E-04,-1.77E-04,134.8645,4.78E-03,-4.78E-03,0.17,0.269,-0.17,3.856,0.13,-0.13,5.70E+02,2.84E+01,-2.84E+01,2.08,2.30E-01,-1.60E-01,528,,,18.32,6.26,-3.89,21.6,3,q1_q17_dr25_tce,5527,110,-110,4.491,0.06,-0.09,0.88,0.1,-0.067,288.81195,39.77066,13.828
4644952,K01805.03,Kepler-319 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.36273233,1.30E-05,-1.30E-05,135.23342,2.47E-03,-2.47E-03,0.732,0.202,-0.508,2.2375,0.0767,-0.0767,3.42E+02,1.50E+01,-1.50E+01,1.76,2.00E-01,-1.40E-01,1023,,,258.7,88.45,-54.96,25.6,2,q1_q17_dr25_tce,5527,110,-110,4.491,0.06,-0.09,0.88,0.1,-0.067,288.81195,39.77066,13.828
8978528,K01874.01,Kepler-329 c,CONFIRMED,CANDIDATE,1,0,0,0,0,18.6848377,5.27E-05,-5.27E-05,136.14587,2.29E-03,-2.29E-03,0.405,0.073,-0.405,3.7965,0.0859,-0.0859,1.25E+03,3.20E+01,-3.20E+01,1.93,1.10E-01,-1.10E-01,402,,,6.16,1.26,-1.13,41.2,1,q1_q17_dr25_tce,4156,83,-91,4.712,0.027,-0.03,0.545,0.03,-0.03,299.26804,45.227428,15.434
8978528,K01874.02,Kepler-329 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.41634701,2.75E-05,-2.75E-05,135.85372,3.01E-03,-3.01E-03,0.476,0.466,-0.275,2.1362,0.0864,-0.0864,5.06E+02,2.74E+01,-2.74E+01,1.24,7.00E-02,-7.00E-02,547,,,21.1,4.33,-3.85,20.6,2,q1_q17_dr25_tce,4156,83,-91,4.712,0.027,-0.03,0.545,0.03,-0.03,299.26804,45.227428,15.434
9967771,K01875.01,Kepler-990 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.91724268,2.38E-05,-2.38E-05,135.1389,1.94E-03,-1.94E-03,0.786,0.057,-0.533,3.2241,0.0698,-0.0698,4.58E+02,1.26E+01,-1.26E+01,2.85,4.20E-01,-5.50E-01,903,,,157.41,61.6,-60.28,38.8,2,q1_q17_dr25_tce,5539,83,-74,4.244,0.174,-0.101,1.207,0.175,-0.233,297.9382,46.881401,14.498
11622600,K01876.01,Kepler-991 b,CONFIRMED,CANDIDATE,0.854,0,0,0,0,82.5341188,2.82E-04,-2.82E-04,209.12763,2.83E-03,-2.83E-03,0.033,0.387,-0.033,4.8556,0.0891,-0.0891,1.90E+03,5.31E+01,-5.31E+01,2.45,1.10E-01,-1.30E-01,260,,,1.08,0.2,-0.18,40.1,1,q1_q17_dr25_tce,4316,86,-86,4.678,0.028,-0.023,0.58,0.026,-0.029,297.09067,49.626572,15.187
10454632,K01877.01,Kepler-992 b,CONFIRMED,CANDIDATE,1,0,0,0,0,20.16037858,6.70E-05,-6.70E-05,144.34281,2.74E-03,-2.74E-03,0.941,0.019,-0.667,4.13,0.109,-0.109,3.44E+02,1.12E+01,-1.12E+01,1.75,1.30E-01,-6.00E-02,510,,,16.03,4.15,-2.12,35.1,1,q1_q17_dr25_tce,4975,99,,4.614,0.012,-0.054,0.724,0.057,-0.022,284.4303,47.641781,13.389
10005788,K01940.01,Kepler-1022 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.99470891,1.92E-05,-1.92E-05,137.35769,1.49E-03,-1.49E-03,0.265,0.184,-0.265,1.5929,0.0497,-0.0497,8.85E+02,3.09E+01,-3.09E+01,1.71,1.50E-01,-1.70E-01,512,,,16.24,5.19,-4.59,32.7,1,q1_q17_dr25_tce,4302,127,-127,4.661,0.056,-0.028,0.586,0.049,-0.059,289.35202,46.973728,15.389
10005788,K01940.02,,CANDIDATE,CANDIDATE,,0,0,0,0,6.73679732,,,136.4043415,,,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,289.35202,46.973728,15.389
10656508,K00211.01,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,124.0358994,9.13E-05,-9.13E-05,136.015098,6.50E-04,-6.50E-04,0.075,0.175,-0.075,4.8472,0.0278,-0.0278,7.69E+03,4.71E+01,-4.71E+01,11.13,1.80E+00,-1.80E+00,413,,,6.88,2.93,-2.3,190.1,1,q1_q17_dr25_tce,5822,79,-79,4.244,0.143,-0.104,1.28,0.207,-0.207,287.97031,47.972099,14.989
5213902,K01941.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.194812329,1.87E-06,-1.87E-06,132.18329,1.36E-03,-1.36E-03,0.404,0.121,-0.404,1.3777,0.0628,-0.0628,1.90E+02,5.70E+00,-5.70E+00,1.36,4.30E-01,-1.40E-01,1806,,,2521.46,2348.19,-747.12,41.2,1,q1_q17_dr25_tce,6198,175,-197,4.475,0.054,-0.216,0.97,0.305,-0.102,298.21765,40.341019,14.029
2832589,K01942.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,10.84969477,2.78E-05,-2.78E-05,136.74432,2.10E-03,-2.10E-03,0.55,0.28,-0.347,3.474,0.0673,-0.0673,1.12E+03,2.75E+01,-2.75E+01,2.67,3.80E-01,-2.10E-01,676,,,49.3,23.34,-12.14,43.5,1,q1_q17_dr25_tce,5251,158,-158,4.592,0.032,-0.097,0.778,0.112,-0.06,286.00674,38.009541,15.409
2438513,K01944.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,12.18420006,4.13E-05,-4.13E-05,139.05644,2.82E-03,-2.82E-03,0.746,0.035,-0.533,2.5014,0.0863,-0.0863,4.99E+02,2.25E+01,-2.25E+01,2.59,3.90E-01,-2.90E-01,819,,,106.52,44.98,-29.08,23.3,1,q1_q17_dr25_tce,5771,104,-115,4.374,0.105,-0.105,1.068,0.161,-0.12,290.32867,37.72311,13.982
6356207,K02021.01,Kepler-1059 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.76417012,1.15E-05,-1.15E-05,132.35462,2.66E-03,-2.66E-03,0.287,0.168,-0.287,2.0111,0.0705,-0.0705,5.58E+02,2.40E+01,-2.40E+01,1.7,2.10E-01,-1.40E-01,908,,,160.99,74.64,-43.11,27.2,1,q1_q17_dr25_tce,5063,181,-181,4.617,0.033,-0.077,0.728,0.093,-0.058,289.22021,41.706478,15.484
8564674,K02022.01,Kepler-349 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.92972237,6.99E-05,-6.99E-05,135.49811,9.73E-03,-9.73E-03,0.048,0.401,-0.048,2.518,0.294,-0.294,4.12E+02,5.63E+01,-5.63E+01,1.92,2.90E-01,-1.00E-01,972,,,210.95,83.29,-30.78,8.9,1,q1_q17_dr25_tce,5741,78,-78,4.492,0.03,-0.128,0.956,0.143,-0.048,293.67648,44.615582,14.746
8564674,K02022.02,Kepler-349 c,CONFIRMED,CANDIDATE,1,0,0,0,0,12.2476121,2.31E-04,-2.31E-04,138.2196,1.48E-02,-1.48E-02,0.116,0.345,-0.116,3.209,0.465,-0.465,4.03E+02,6.90E+01,-6.90E+01,1.9,2.80E-01,-1.00E-01,763,,,80.29,31.7,-11.72,6.8,2,q1_q17_dr25_tce,5741,78,-78,4.492,0.03,-0.128,0.956,0.143,-0.048,293.67648,44.615582,14.746
8578780,K02023.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,13.59051547,5.63E-05,-5.63E-05,133.07217,3.30E-03,-3.30E-03,0.232,0.222,-0.231,3.784,0.104,-0.104,6.22E+02,2.49E+01,-2.49E+01,2.4,6.10E-01,-3.30E-01,724,,,64.8,50.06,-22.05,27.7,1,q1_q17_dr25_tce,5442,164,-164,4.409,0.135,-0.18,0.974,0.248,-0.133,297.95416,44.66748,15.15
4544907,K02024.01,Kepler-1060 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,46.8776724,3.11E-04,-3.11E-04,137.66791,5.75E-03,-5.75E-03,0.834,0.09,-0.593,10.041,0.166,-0.166,5.40E+02,1.63E+01,-1.63E+01,2.62,3.50E-01,-2.30E-01,484,,,13.01,4.54,-2.81,37.5,1,q1_q17_dr25_tce,5504,74,-82,4.418,0.09,-0.099,0.993,0.13,-0.087,286.02518,39.630932,14.632
7761918,K01808.01,,CANDIDATE,CANDIDATE,0.972,0,0,0,0,89.1935737,2.30E-04,-2.30E-04,217.82184,2.04E-03,-2.04E-03,0.015,0.406,-0.015,4.0104,0.072,-0.072,8.68E+02,2.32E+01,-2.32E+01,3.81,6.90E-01,-6.20E-01,483,,,12.83,6.63,-4.61,43.5,1,q1_q17_dr25_tce,6071,134,-134,4.239,0.143,-0.117,1.295,0.232,-0.211,294.74332,43.461208,12.487
8240797,K01809.01,Kepler-321 c,CONFIRMED,CANDIDATE,0.371,0,0,0,0,13.09390911,1.61E-05,-1.61E-05,144.525,1.02E-03,-1.02E-03,0.86,0.001,-0.649,2.2805,0.0267,-0.0267,3.99E+02,7.00E+00,-7.00E+00,2.2,3.40E-01,-1.20E-01,752,,,75.58,32.48,-13.89,62.2,1,q1_q17_dr25_tce,5772,104,-127,4.487,0.03,-0.12,0.956,0.147,-0.053,294.45386,44.145973,12.706
8240797,K01809.02,Kepler-321 b,CONFIRMED,CANDIDATE,0.404,0,0,0,0,4.915385452,7.49E-06,-7.49E-06,132.69448,1.24E-03,-1.24E-03,0.484,0.062,-0.407,2.7757,0.0372,-0.0372,2.26E+02,4.00E+00,-4.00E+00,1.46,2.30E-01,-8.00E-02,1042,,,279.43,120.09,-51.35,65.6,2,q1_q17_dr25_tce,5772,104,-127,4.487,0.03,-0.12,0.956,0.147,-0.053,294.45386,44.145973,12.706
8164262,K01810.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,87.455958,3.85E-04,-3.85E-04,136.23042,3.66E-03,-3.66E-03,1.262,10.38,-0.191,18.257,0.196,-0.196,1.60E+03,1.61E+01,-1.61E+01,70.11,1.74E+01,-1.92E+01,728,,,66.26,50.37,-36.71,118.9,1,q1_q17_dr25_tce,7700,237,-316,4.018,0.193,-0.14,2.111,0.525,-0.578,291.24683,44.00042,13.36
6279974,K01812.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.805259257,1.20E-07,-1.20E-07,132.100916,1.22E-04,-1.22E-04,1.245,0.23,-0.169,1.42246,0.00696,-0.00696,1.38E+03,5.20E+00,-5.20E+00,63.55,8.11E+00,-1.62E+01,2723,,,12990.09,4421.69,-6159.32,329.7,1,q1_q17_dr25_tce,5872,78,-78,3.926,0.202,-0.067,2.022,0.258,-0.516,290.12653,41.601082,13.742
9455325,K01813.01,Kepler-958 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.76785911,1.38E-05,-1.38E-05,139.43968,1.18E-03,-1.18E-03,0.916,0.015,-0.668,2.1649,0.0612,-0.0612,5.85E+02,1.27E+01,-1.27E+01,2.54,2.30E-01,-1.50E-01,749,,,74.48,21.34,-13.89,54.1,1,q1_q17_dr25_tce,5371,107,-107,4.513,0.054,-0.072,0.852,0.077,-0.052,287.25668,46.066769,13.766
3098810,K01878.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,40.80957343,9.43E-05,-9.43E-05,142.69218,2.00E-03,-2.00E-03,0.949,0.051,-0.675,3.158,0.127,-0.127,4.36E+02,1.25E+01,-1.25E+01,3.44,5.80E-01,-3.40E-01,623,,,35.68,16.6,-9.11,39.3,1,q1_q17_dr25_tce,6183,110,-134,4.301,0.066,-0.114,1.3,0.219,-0.128,286.22324,38.258171,12.988
8367644,K01879.01,Kepler-993 b,CONFIRMED,CANDIDATE,1,0,0,0,0,22.08551599,4.20E-05,-4.20E-05,135.23432,1.70E-03,-1.70E-03,0.656,0.004,-0.49,2.1727,0.0504,-0.0504,3.16E+03,7.54E+01,-7.54E+01,3.34,1.70E-01,-1.80E-01,352,,,3.63,0.71,-0.64,48.5,1,q1_q17_dr25_tce,3828,76,-84,4.712,0.022,-0.032,0.565,0.029,-0.029,292.61411,44.394661,15.967
10332883,K01880.01,Kepler-994 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.151166776,6.05E-07,-6.05E-07,133.231766,4.30E-04,-4.30E-04,0.029,0.329,-0.029,1.0907,0.0142,-0.0142,5.78E+02,8.40E+00,-8.40E+00,1.28,8.00E-02,-8.00E-02,957,,,199.25,42.53,-39.24,83.7,1,q1_q17_dr25_tce,3951,70,-86,4.73,0.028,-0.035,0.535,0.034,-0.034,289.07224,47.40707,14.44
9071386,K00023.01,,FALSE POSITIVE,FALSE POSITIVE,0.269,0,1,0,0,4.693305543,3.84E-07,-3.84E-07,136.8627229,6.62E-05,-6.62E-05,0.23,0.024,-0.03,5.17249,0.00775,-0.00775,1.45E+04,1.07E+01,-1.07E+01,17.85,3.24E+00,-2.43E+00,1389,,,881.73,440.8,-279.63,1765.2,1,q1_q17_dr25_tce,6365,115,-140,4.22,0.099,-0.121,1.47,0.267,-0.2,283.16632,45.403061,12.291
9305831,K00204.01,Kepler-44 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.246732048,3.94E-07,-3.94E-07,133.379165,1.01E-04,-1.01E-04,0.475,0.043,-0.082,3.0535,0.0194,-0.0194,7.00E+03,1.17E+01,-1.17E+01,12.4,1.03E+00,-9.30E-01,1459,,,1072.7,277.96,-225.02,775,1,q1_q17_dr25_tce,5763,103,-114,4.15,0.055,-0.044,1.457,0.121,-0.109,300.10236,45.762138,14.678
2438513,K01944.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,8.3606759,8.11E-05,-8.11E-05,138.81934,7.60E-03,-7.60E-03,0.259,0.215,-0.259,6.287,0.268,-0.268,1.95E+02,1.34E+01,-1.34E+01,1.49,2.20E-01,-1.70E-01,929,,,176.04,74.34,-48.07,17.7,2,q1_q17_dr25_tce,5771,104,-115,4.374,0.105,-0.105,1.068,0.161,-0.12,290.32867,37.72311,13.982
11656918,K01945.01,Kepler-1023 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,62.1385979,2.09E-04,-2.09E-04,161.14834,2.90E-03,-2.90E-03,0.699,0.198,-0.47,4.2938,0.0907,-0.0907,8.86E+02,2.61E+01,-2.61E+01,5.14,8.30E-01,-2.47E+00,524,,,17.88,7.75,-13.35,36.1,1,q1_q17_dr25_tce,5123,81,-81,3.992,0.535,-0.094,1.621,0.26,-0.779,289.02975,49.769711,14.52
11656918,K01945.02,,CANDIDATE,CANDIDATE,,0,0,0,0,17.1181036,9.06E-04,-9.06E-04,136.19429,8.51E-03,-8.51E-03,0.4346,0.0697,-0.4346,1.29,0.34,-0.34,1.68E+02,4.39E+01,-4.39E+01,1.22,4.60E-01,-9.00E-02,654,,,43.25,48.35,-10.24,6.1,,,5576,157,-156,4.515,0.033,-0.281,0.929,0.35,-0.07,289.02975,49.769711,14.52
10844890,K01946.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,8.29482811,2.18E-05,-2.18E-05,133.50201,2.40E-03,-2.40E-03,0.932,0.042,-0.684,2.7437,0.0778,-0.0778,5.60E+02,1.63E+01,-1.63E+01,2.76,7.90E-01,-3.40E-01,876,,,139.38,119.78,-46.7,38.1,1,q1_q17_dr25_tce,5773,173,-208,4.478,0.067,-0.202,0.939,0.268,-0.115,283.34427,48.223911,14.469
9536692,K01948.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,26.635216,1.60E-04,-1.60E-04,155.5577,4.84E-03,-4.84E-03,1.242,7.046,-0.078,5.949,0.229,-0.229,1.49E+03,5.69E+01,-5.69E+01,27.64,4.80E+00,-3.57E+00,536,,,19.45,10.67,-6.38,30.6,1,q1_q17_dr25_tce,5215,155,-155,4.455,0.108,-0.148,0.882,0.153,-0.114,295.849,46.18129,15.551
